subject_id,age,ethnicity_group,face_height_mm,face_width_mm,facial_index,head_length_mm,head_breadth_mm,cephalic_index,interpupillary_distance_mm,ear_width_mm,ear_length_mm,ear_anchor_offset_x_mm,ear_anchor_offset_y_mm,nose_width_mm,jaw_width_mm,neck_length_mm,neck_width_mm,face_shape,skin_tone_fitzpatrick
S0479,20,Indo-Nepalese,110.1,132.3,83.22,184.5,147.7,80.05,55.2,32.9,55.4,6.35,15.86,36.8,116.6,101.1,122.0,Oval,Type_V
S0480,21,Indo-Nepalese,118.0,131.2,89.94,179.2,149.5,83.43,59.4,37.8,59.4,9.63,15.37,38.0,124.2,79.3,124.1,Heart,Type_V
S0481,23,Tibeto-Nepalese,107.7,117.4,91.74,176.6,142.7,80.8,57.7,33.0,55.2,8.7,11.38,35.3,104.7,97.4,110.0,Diamond,Type_IV
S0482,19,Indo-Nepalese,119.9,122.9,97.56,184.2,153.8,83.5,61.9,38.8,57.4,6.06,15.41,35.8,111.6,102.6,116.1,Diamond,Type_IV
S0483,22,Indo-Nepalese,113.0,115.3,98.01,180.0,135.9,75.5,59.0,32.6,57.4,8.16,19.77,36.7,104.5,89.0,111.1,Square,Type_IV
S0484,19,Indigenous-Nepalese,128.6,137.2,93.73,198.9,155.3,78.08,60.3,38.5,56.4,8.48,12.94,37.2,119.6,83.0,119.2,Oblong,Type_V
S0485,22,Tibeto-Nepalese,119.2,115.2,103.47,179.8,144.6,80.42,63.3,31.2,59.0,8.68,15.75,31.6,100.9,95.6,98.5,Square,Type_IV
S0486,21,Indo-Nepalese,120.5,115.3,104.51,185.4,144.7,78.05,61.4,29.0,54.6,10.26,13.0,37.3,96.2,90.5,96.4,Diamond,Type_V
S0487,21,Tibeto-Nepalese,117.2,130.9,89.53,173.6,147.8,85.14,59.7,37.3,63.0,10.05,11.28,33.8,109.9,90.7,114.7,Oblong,Type_IV
S0488,18,Indo-Nepalese,114.1,135.8,84.02,179.8,140.2,77.98,65.6,34.7,63.3,8.77,12.71,36.2,117.2,92.1,121.9,Heart,Type_V
S0489,20,Tibeto-Nepalese,120.9,132.3,91.38,181.8,140.6,77.34,58.5,35.6,66.4,8.43,13.68,32.2,120.7,115,121.9,Round,Type_V
S0490,25,Indigenous-Nepalese,101.4,126.3,80.29,186.4,147.6,79.18,65.7,32.2,59.4,8.87,15.7,35.7,106.0,111.3,111.7,Round,Type_V
S0491,18,Indigenous-Nepalese,111.7,109.1,102.38,178.6,142.8,79.96,57.0,29.8,48.1,9.91,14.39,34.3,90,94.0,93.4,Round,Type_V
S0492,23,Indo-Nepalese,108.5,106.2,102.17,192.8,161.8,83.92,67.9,29.6,48.5,7.41,13.79,36.9,90.1,90.6,90,Round,Type_IV
S0493,23,Indigenous-Nepalese,103.9,107.9,96.29,176.8,144.2,81.56,58.9,28.9,48,6.37,14.03,33.3,97.0,83.7,101.1,Diamond,Type_V
S0494,22,Indo-Nepalese,119.9,116.3,103.1,172.2,130,75.49,63.6,29.6,51.0,8.96,14.93,36.9,100.1,92.9,100.8,Oval,Type_IV
S0495,22,Tibeto-Nepalese,118.4,148.5,79.73,195.8,158.7,81.05,68.4,40,68,9.16,15.95,34.7,130,101.9,134.7,Square,Type_IV
S0496,22,Indigenous-Nepalese,115.2,119.9,96.08,185.5,138.8,74.82,59.7,30.3,56.2,7.75,15.87,31.7,101.3,100.1,98.1,Oval,Type_III
S0497,21,Indigenous-Nepalese,127.0,131.6,96.5,185.8,150.2,80.84,66.8,33.2,59.2,7.05,12.82,35.0,117.1,96.6,123.1,Diamond,Type_V
S0498,25,Tibeto-Nepalese,123.3,131.3,93.91,187.2,156.7,83.71,61.1,32.4,59.9,7.64,13.98,37.2,110.8,91.5,116.0,Round,Type_V
S0499,24,Indigenous-Nepalese,121.3,135.2,89.72,178.4,141.8,79.48,67.9,29.6,58.9,7.96,14.64,33.7,119.6,94.2,117.2,Round,Type_III
S0500,24,Tibeto-Nepalese,129.3,120.8,107.04,167.5,137.6,82.15,69.0,33.2,57.5,8.43,11.7,34.3,105.3,87.8,108.6,Heart,Type_V
